company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
Metrica Recruitment,1.0,Customer Data Scientist,"London, England",Company - Private,Business Consulting,"Proficiency in tools such as SQL, Python and R. 3 years' experience or more, applying statistics and data science within CRM and marketing. Strong communication skills.",www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_f92de59d&cb=1679127599101&jobListingId=1006017321968&cpc=FB7E4A1762AE5BEC&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-4b5184e682518b9e--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HpMsG0LZ9IT_dCYOx8yTD585wsS4O2f7GbVNscCoJ4BziXtmsEqRRJi7cB2w4ZMfSEHt9J-2WkCHJxu4r8BPbqLOVMYJlWKG7l7H5nPRwAfCexEp-5pXlYIWE45sFMgauKVWr9wq67e34iOj6HztjlPiUvCT9a4bFAu61bJryOZI8hkyTEX1CXolpliDTqjhPEefWfX0hQ1JSoor6GOqxqmAtKnpJ3iY3GPktRxThsoqt3H6H916gN8fTgVNaMOhDayeXdBFbmZkRRI4qbJS0uSFUcW8U2D1kyXF7sitW2z73LLcY_lAhr_UrxASyvRb2EjiNJUSf93r6aaDHYSXZ3PmwgalzxMpL439l5tDQpFoFaYvpBSTbF1E-wY_p9-GWjwa-LecqT6fvXmmjj-gGRMuZRveRmvFr3OIPCxtZ7PSeIyVWl7hmU33TlKxYGfZvGzvfC0RMYZtOgE8b3W-WwxPBG0661-HRwx1dOmRVBe3kjNPPFokAgf-CbTkjW8BmswcJw7nFzn-n6TtcMPcAAEU_w3aBMFrWcsolpSPKIv2I6xaeyVsVyZeLmZQv7JeBcY6G0JI9ZjWfgELVaexhWmD_Q7m9N_ljPBa98VxxvKkA%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Metrica Recruitment,1.0,Data Scientist - R& Python,"London, England",Company - Private,Business Consulting,"A stellar academic background, preferably from a numerate discipline Technical knowledge of a programming language, either R or Python Demonstrable machine learning or statistical modelling experience Strong logical reasoning and problem-solving skills",www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_977c5f97&cb=1679127599101&jobListingId=1006243609772&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-aa41df2aa77b8cb3--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94Hoye2T8SD-3cW6K0FlZRbzbT8gc2UoPKh9XtvLhF9a4rCTbMji4HeR4dDzz8nWgHvzlIuM8HdxS9kd95_Rt8Y-LWAn84ha92fPp3mgHeqrf_6aTVKgNOhfTFGdoLCyAmXdTGSMHifQJXaliM9pUZUWyTM7xYx4Aw_4yew9Zp3jxzA0qTLyYGrZu1Kiz24eua2OyE_lW2w3vj05O5jL-jSTaMR_HlHYQP_Po-ezdbVvfoSFReilsoifOl0h80c-K0Ol1UEjOj0_8uUyFJ1ZtHEGLujkZCB017hHcuF4FNfnihdA3mka_eSj2x2NEtMr2KlxqtChAvNlGXbkDxNemwKeYsLUw9tWQ21VRz2EhNRdrWAenrRhoYUqk6emU1d_SynzANAUluZA-TrnpJZkL0mkh53q5RCd_mZ9n-K5r1dKfwNjNXozdHbZ5DxQyB4wj0FvWKJcqblRXGi618GY7r31-cGk0BPkOzjGCOb_O1vkSilzZoTFOmsnrkUrtdxAIqllFQzPEFn276JR1KDYDbISxUcAkcZLlKF1CDmxys-1H_OFkLylC47EAC2ri0y2daeXEOonNE9_5hEnHfPI7eQGfR0rbEWg4KGWrRwP7QIMmGQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Pivotal,4.1,Data Scientist (Remote),"Cambridge, East of England, England",Company - Public (VMW),Enterprise Software & Network Solutions,"Analysis of data generated by machine learning from sites across the world Incorporating additional data layers from satellites, e.g. ground water and topography, into existing models Developing new methods for analysing the global significance of biodiversity data Reviewing academic literature to evaluate different methods for analysing a wide range of data Conducting analysis in response to queries to test our methodologies and to ensure our results are robust and accurate Exploring patterns in a variety of datasets to uncover insights for both the Pivotal team and clients Producing interactive reports to clearly communicate the findings of our surveys to non-technical audiences A passion for the planet and how technology can support the protection and recovery of the natural world Excellent analytical skills and the ability to synthesise key messages from data, both in writing and verbally Coding skills and experience in R and/or Python programming languages Experience visualising and processing data in a way which tells a story A conscientiousness in your approach to your work that enables you to work independently, or as part of a team, to deliver high quality work on time A default to transparency and trust, ensuring people can debate on best approaches Strong communication skills, allowing you to communicate clearly with both a technical and non-technical team who are remote first and live and work across Europe, North America and South America Impact; you will be joining us in the early days of the business giving you plenty of opportunities to contribute to developing an entirely new discipline that will change how value is unlocked from nature Industry competitive compensation and equity in the business Autonomy; we want to build a culture of trust and give you the space to do your best work A fun and diverse team of smart and very driven people A very competitive employee participation program Remote-first company",www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1c563c4f&cb=1679127599101&jobListingId=1008489710880&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-5704e69e108cd29a-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Imperial Brands,3.5,Employee Experience Data Scientist,"Bristol, England",Company - Public (ITYBY),Consumer Product Manufacturing,"
Understand and translate employee experience survey results and other People & Organisation data points, with a strong ability to draw hypotheses that can be evaluated further with advanced analytics techniques, data science modelling tools and other predictive analytics applications (through the Qualtrics platform or other tools available) to better shape insights for key stakeholders across Imperial Brands Highlight opportunities and hypotheses using applications of data science to provide structured analysis as part of the employee experience and listening strategy Construct data and analytics outputs and translate complex metrics into data-driven and meaningful insights that can inform our employee experience and listening strategy initiatives for the business Work hand in hand with our Qualtrics platform partner, our internal global IT / digital partners as well as our P&C Workforce & Analytics team to run and maintain an integrated employee experience platform with data and insights Create and deliver effective employee experience data visualization tools or dashboards to enable their use and application with P&C leaders as well as the business Support with employee experience data and analytics capability building for the effective use of employee experience insights with P&C and the business Bring continuous thought leadership and maintain external best practice, external benchmarks, and continuous improvement for the Global OE CoE and our employee experience and listening strategy Global P&C Leadership Team & Cluster P&C Directors P&C Workforce Insights & Analytics Team Global IT External consultants and vendors (Qualtrics) Degree / Masters or equivalent experience in a numerical discipline: Computer Science, Physics, Mathematics, Statistics, Engineering, Economics or another related field Experience in People, Customer/Consumer or other Function data and insights teams in complex, global organisations and/or consulting Advanced use of Qualtrics (or industry competitor) to design and delivery employee experience surveys and collect data to conduct analysis Exceptional analytical, quantitative, problem-solving and critical thinking skills Experience in applied statistics: estimation, hypothesis testing, regression, etc. Experience in the delivery of data science projects / statistical analytics tools and programming languages (for example Python, R, SQL, VBA, etc) Ability to deploy a consultative approach in identifying and understanding areas for improvement, while only accommodating external suggestions if useful, and aligned to the overall business strategy and priorities High-level proficiency in problem-solving, critical thinking and analysing complex situations Experience of fast paced, consumer products or similar product-led industries desirable Big 4 / strategy house consulting experience preferable Advanced use of Microsoft Power BI or other visualizations tools (Tableau, QlickView…) Data warehouse design Workday experience is a plus",www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_fc489d06&cb=1679127599101&jobListingId=1008531097167&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-6ae49a142c3e1809-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Metrica Recruitment,1.0,NLP Data Engineer,United Kingdom,Company - Private,Business Consulting,"using Python and AWS to build data pipelines to feed machine learning models for language analysis using web scraping techniques to find new datasets online to build out coverage across different domains An impressive academic record, ideally in a STEM discipline Proven data engineering capabilities, process automation and building advanced data pipelines Previous experience working with language or translation data Technical proficiency in Python, AWS and SQL Strong analytical and problem solving skills",www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_b60d7e15&cb=1679127599101&jobListingId=1007681034628&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-3c68bb073c0ab1fb--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HqtEYqdXBFYxrxk92TwvZmJ7pVAWOfhmqdDrNwHoNp8tSyNIBrCJ1Anpegamup_0UszMd_1RB03evQxM8oS243GECBi10SCxxpzE8U6p0Je4OV66DDnnlWlUFXEJKbqn6rkJJ872v3tSAHLnIyHzZhXOaqZ9PEng0Q8f1CW0LXPIKHcR8w5-HEuI7nkwPlf9WJ80QlW-XBni82HujX04te5u21CPLYcIfCzQ0aoj-2WRkgKlmVJ3XlST70mPJbg3WxoE9x9sKz_ClXjbYROibAy4ap_QGwePGEVbMAS68JbWl54fg5YFhZx9xN5tXuHkUuRjGU_NgYUZrHrqvo3ylNXRA9wBD0tSUjjrTuh6EHH6ixn_hMvk5BMgTC2Go4JnBpORSWWY9MvNcd44fYl2J0qonaB_o25-Z0Bv99GVoGkJ-b6vQirGx3yIn0l4KBih6ZDeSkALBJvjrDIgMsh9wabr6svAkJ2K79WuVm9Ed2BqqgyM6OrJBEWhiEnTBihxorzSK91DBcNkAVp3MAn2C6aZW90BHFlm0aWsj-lFs3xw-k6Y94KMVFhrdo6FYJoieErYcKsY3NIF0SVMbBcZxVX,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Metrica Recruitment,1.0,Senior Data Scientist,"London, England",Company - Private,Business Consulting,A masters or PhD in a numerate subject A keen interest in and experience in developing complex algorithms to solve real - world problems 3 years or more's hands on experience with machine learning frameworks A years experience or more in NLP or Graph techniques Excellent communication skills Experience with big data platforms Experience with graph theory Previous line management experience Experience within financial crime sector,www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_27a037c7&cb=1679127599100&jobListingId=1007736878374&cpc=47CFDC01B3F81FAC&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-1ea4dbb343ac2ac3--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HpYxTx9AXv23NPlnCe2InBVrRnSG4WBbgf08DdT27JJGlDfw449rZpHEmlic3By3I1So2LOAD7IeV-L-77uEci3s8XN-wfYw63D5jp3XrMM4gVL4V4bN_AKcciy8yZw6gfdL_fS986QWJrmfk66kVcKo2P0F2mPpJwf52VgiDbdflSqKGATV1_WoUTeeD2uNZWEptYiAJ_LYMo0AExmlKa1gChPEnGoeQu_TetmTcNt4K-LRDgbl9v514wWlv9mPsD_VjmiX1k3gBHgFOlf2mf8VCs3iMo12hKydH8iDA6Nu8Ync-dfs_PObqqokF4UxRY37uDOMEPyQ6A9aCmtIc3XF4qy8bEmR3aZhURP9o1tDuUlaQzG1N9hZZKG6zqlAUlfRFda_4agkFDNHZ2XY6dKWgIGPkFBmaIvcjKvUOZawuhva8Rc4jh4IWlukWW6CTG2xP8PbTS-vIC3cGmHiWKwUWxorOydnswxjgTcB_vRSCXnyRcaE7Av2fwcLeZIc69aOGcZQVuzL8MCejNppRa2zg-EVgzua3zzUo9Hlg6ZT7Zy9DkxUC7ALzZL-uIUooBZYrRuJJ7DjsjsI2U6Uk-QWScbYyKoXLU%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Metrica Recruitment,1.0,Data Scientist - Consultancy,"London, England",Company - Private,Business Consulting,"A strong basic salary with excellent benefits Collaboration with high-end and blue-chip clients, within a variety of sectors You will be based in their central London location, with national and global travel opportunities Working within a well-established data science team, almost 200 consultants The opportunity to work with cutting-edge software and programs A numerical degree with a minimum 2:1 grade or equivalent from a reputable university Over 18 months years of experience in operational research, customer analytics, BI analytics, data science Excellent experience with Excel and SQL. Highly advantageous to have used Python or R as well as cloud computing platforms and big data tools A commercially insightful and results-driven nature An excellent level of consulting communication skills",www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_f2fcbb19&cb=1679127599101&jobListingId=1006310577562&cpc=6FC5BA77C9A4CD78&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-5c44dc42c5045ff5--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94Ho_J8SfQpmXKygStb0jsrfYGZjBNNlicpdrpOQ6XUYjSynsZTm32YcWT2eJf3L9jdq7bjgW4W8ne6eOAirikAGSd84198GLOGxvxHs16A3PVN_hI5pQ5V8gGtsmvSZmKbYT08q_KQscDIiAbeSa41drpQVcxky7IOC3N-_jmGuq5SbPkzopfk96WRsHozVxhghI8X1HGYELxkyL_X_DZxEaqYxl3d3t8XaYmJ3563nGBeTkC2pHbw208qk8A01_OxFUrfa35296bJ3zrfkLYl2EFQv_8FXxGiOYrDXC96008Mulyu5zlXY95pkaemj8UIdRBbgv4NGIaBfos_9wJ3wpaKsikqNYVqG8Xd_F4qpIzLLqkP6dhgX3uOL18vT8hkVRbrFAf_ovvEvauILfcGqSf3NBEX7I0Ii-VM6BAhFP7o9Hln1b04KUG9D0meFkck5oi1kLTrzThGE_m6BJMK3W94de3wsy0x5accca76l4QEkQqdX9B-IQ5SxyUsRPWiAMeI2HCt2Ga_lAAmcqZ-FpapcytZfTNZMSjPhe16HyhGVuKmf74nfqaYVnRSdykz-VS5M8wCXRhBxTAiEasZid2Weamb3yBlQ%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
FCDO Services,3.5,Apprentice in Data Science,"Hanslope, England",Unknown,National Agencies,"Be a British citizen who’s lived in the UK for the last three years before the first day of your apprenticeship (aiming to start September 2023), and for at least five of the last ten years Be at least 16 years old by 30 April 2023 so you can complete Security Check (SC) clearance before your start date Have two GCSEs (or equivalent e.g. O levels) in Maths and English at grades 9-4 (A*-C) Have a minimum of three A Levels at grade A*-C worth a minimum of 96 UCAS points and including one STEM subject; or a relevant Level 3 qualification Be genuinely passionate about data and data science, and have the drive to work within a data science community The motivation to develop experience building data pipelines at scale, using a range of tools and technologies The ambition and commitment to make constant improvements through innovation and industry best practice Be proactive, reliable, responsive, easy to work with and able to build relationships.",www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_3929f7af&cb=1679127599099&jobListingId=1008498455074&cpc=C63BD00756FD6F58&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-a5c087b67d117f27--6NYlbfkN0C5_cOK3EfnzjvSW7IL2rQClbaZTDAIrR33OfvLQSGfCbysGsovI3RWkiIvpks_pxKEp_IW2c2chD0gQLHqX4veMtFL9HowOpHVI3zo2J3396Ycz9RvBW0iEjeHIcn1VctDhyWI7ZEsHCX3rbHsMkXK_MqAHdahuViNjR1vwzAFt3nBB9r-kq8jYsfdxA1cx0DLxEaRB5w8F2oQqgz57zoSM03QwavRbxEK77f-n5yl4M3S6-qZVt5fXSoULJobvZ7ieGCUWsxBtFg1Mm4i2IASwfQxd4SW0dCz7wFbKW4Un4v9Vjylb_QfggVnViZyMHuG2ex1vwUA7otuSthY5BBfEUhvI_IYrHSY8w1Vd8bYZjgLju2vrgJl6ShH87yP-kRgrZi2Fb2TPb-faZ1ivnqyT4lmvio8PLvwAdXmL8F0gRCNP02CNyaqoLrsWB0FGA-ttv0npxUVJwEDiFgVMNYA_UkApMEzJ2HFVi-35ioyg0Q575PpX6r5t-qhnCKf1MtsQKiRUqtwrSlnB46CoWa_zToM-9QBOS09JzyGzWWfN-4aTKGTmihSD_iXR3Pd_yW3Zo1oCvfpmT89voE5Y1X0hveawd8awmUxvUaODvn6_JtyCzSo5gxCiLA1urVEf88F4do94LTKtJd2I8-LQt5gyNLwomP8Itie9wDs_swUbpmLzR4ED_52PWuTJ40CkDrvuWYA5RLE_m4fSmFR5MWJpmM7yX7NWirLxZjteG6DUHjfnkyTu6lEV5uiyaxLhjSh7Bs9xg0f1WnAfzh2FkKF,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Xcede,3.7,Data Scientist,England,Company - Private,HR Consulting,"Data Science & Machine Learning
Data Scientist
England
£75000 - £90000 per annum
Permanent
Data Scientist (Forecasting) London (fully remote working within the UK is an option) Up to £90,000 + benefits Xcede are excited to be partnering with a major organisation within the hospitality in...
Find Out MoreShow more Report",www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef2d5005&cb=1679127599100&jobListingId=1008528481242&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-8c3b96985cab2738-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
Metrica Recruitment,1.0,Econometric Analyst - Machine Learning,"London, England",Company - Private,Business Consulting,"A motivated individual. Strong analytics and model building capabilities. Excellent communication skills and the desire to work with clients. Minimum 2.1 degree (or equivalent) in a numerical subject, ideally with some exposure to Economics or Econometrics. Experience within a data driven, analytics environment. Commercial awareness, preferably having worked with consumer or marketing data.",www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=00000186f3cdd6dfbd213f5871879fbb&src=GD_JOB_AD&t=SR&vt=w&cs=1_41faab54&cb=1679127599100&jobListingId=1008533578211&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1grpsrlnqjii0801-1grpsrlobhaol800-1eb41470076458f9--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HrO7K58CuP622URfDJ_Hv5yGGXr7dWvAySs6AhIC7NdNnHaHwJqBFaPENVVjneWZzJAMBZ9WuaOPYjRjZtRMuoOLjx-7EgEcXgDWdgXFNz5t9DG4wZ3RbsqMFiX-qGu9g_IlLDrOn1vcpp3BJFM2EHm3Im8FB4dc-rQPwcgo5bkNH7e6VKbE51awInwuFOsI5bWhiPQSFd9U5AEwosxWVHKtKNOT6ql7d2eFEu1Y31pXGa5T02q0rPa1-sdCQY9q8Dh7TCjzDsTWS5jgh88jCYthBE-5MggECfmlyVlboUz1vKNPy03z82wXQCxWlp8e5Ea0jyDOAt6BkUZjHFKwoetfaWtqtKXe2YIC74ofYZOMbgU9ArJBnjbIEpAGduzFaHVFBloPZaxckeK8Lje-fc6TvGmlS5pDMFllqqE-5dzb_8Yixknl-5h0UgTf-gkuplY9YzG9_C5TCqfRYbcxH46eMRC6pWw3908qKTSYCaOTlX9pQaT-HObdojlVYl0luH8crjG-IMf2EkJGKRNsu43ARNCAxlaiP3WeJUmAp8KtcDcU6JSI70XxgRBNn6RHxjukBQBPeaZWzfOG5qUWPjvoATsUdnVtgR_Ew8N__ubNiyi3ql0cOA8,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP1.htm",1
